939	6	1633
1523	6	1348
732	7	593
935	4	1041
1612	7	182
1320	4	1323
1392	7	22
1133	4	1131
974	5	975
1049	7	288
1060	7	274
1165	7	340
1203	6	1637
1118	6	1637
1304	6	1626
940	7	452
1522	0	1113
1390	0	774
815	6	661
1083	6	1641
654	2	1481
1415	7	33
705	4	706
1025	5	774
1530	3	1124
1519	7	203
1367	0	718
1051	7	326
1257	7	445
841	7	267
1046	4	1047
963	6	661
940	6	661
795	7	589
1288	6	661
1460	6	1348
1378	7	125
1353	7	97
1205	6	1641
866	7	518
726	7	301
628	7	566
656	2	1365
1314	6	661
1591	0	1281
958	6	1634
1398	0	795
1533	7	79
1307	6	661
1559	3	1193
1401	0	802
1181	6	661
741	6	661
651	2	1563
1198	6	1641
1220	5	1221
1089	7	221
1187	6	1632
938	4	940
1462	1	972
1573	7	85
750	7	593
1306	6	661
1536	6	1348
1129	7	595
1240	4	1241
1017	6	661
916	6	661
647	2	1583
683	6	661
1244	6	1623
1198	5	1199
809	6	1640
1047	5	1048
1072	7	300
1616	6	1348
1252	6	1634
1527	1	1120
1263	6	661
1582	1	1253
1266	6	1639
1561	6	1348
622	7	285
1250	4	1252
905	4	1121
1404	3	812
1377	0	662
1158	6	661
1405	0	816
1355	0	677
1294	4	1287
738	6	661
1448	3	930
1299	6	1639
1083	5	1084
860	6	661
1613	7	0
675	7	578
1212	4	1213
655	2	1379
1098	6	1633
897	6	661
1231	6	1641
716	6	661
1461	0	1125
1610	7	99
875	4	876
1569	7	55
880	6	661
780	7	603
787	6	1634
1380	0	747
1371	7	387
932	6	1639
1370	3	722
1523	3	1116
918	7	303
737	7	537
1405	6	1348
965	6	661
1420	1	858
864	4	865
664	6	661
1021	4	1022
872	6	1639
1231	5	1232
786	6	661
1316	6	1626
988	6	661
1007	7	461
1307	6	1628
1456	6	1348
1055	6	661
1249	6	1640
1282	7	423
1584	6	1348
1449	0	932
783	6	661
935	6	1633
1501	1	1058
809	5	810
1405	7	59
953	7	437
925	7	502
1220	7	593
1516	0	1096
1087	4	1088
619	2	1447
748	7	294
1464	0	977
1047	6	661
1043	6	661
1350	3	672
1323	5	1324
1062	7	595
1451	0	939
746	7	294
1217	6	1633
1219	7	311
1023	4	760
1612	6	1348
1509	6	1348
984	5	985
1106	7	274
1557	0	1187
1157	6	661
625	2	1408
1557	1	1189
1215	6	1633
1059	4	1060
1117	6	1641
731	7	247
1576	0	1237
1113	6	661
1423	6	1348
1276	6	1632
1045	6	1633
881	6	1633
856	4	857
1339	7	595
994	6	661
1593	0	1267
1421	1	860
1530	1	1346
917	6	1641
930	6	1636
1153	6	1633
632	2	1472
851	4	853
1545	0	1158
1187	7	306
856	6	661
1216	6	1641
682	6	1628
1200	5	1201
1328	7	274
1418	0	852
1286	4	1289
1344	6	661
1410	7	38
882	5	883
1422	3	862
948	7	328
687	7	371
1560	3	1198
1205	6	661
900	4	901
670	6	1641
749	4	750
1423	3	865
767	7	294
800	4	801
771	6	1633
932	7	324
1531	7	41
1100	7	484
1503	3	1065
1413	0	839
1314	6	1634
931	7	326
1472	1	1001
735	7	593
1022	6	661
1509	3	1081
1244	7	375
757	6	661
1560	1	1199
1563	1	1206
1439	0	909
1574	3	1233
1584	0	1257
1374	0	737
1264	6	1639
1098	6	661
616	2	1505
1565	0	1208
1556	6	1348
1280	7	595
650	2	1546
1063	4	1057
1242	6	1623
818	4	820
1130	6	1633
1470	3	990
1506	3	1072
821	7	313
1145	6	661
909	6	1623
903	6	1633
1335	5	1336
1522	1	1105
1239	6	1639
634	2	1398
1215	6	661
912	7	274
721	4	722
1382	0	749
1188	6	1636
1608	0	1312
1173	6	661
980	7	405
1202	6	1640
1437	3	904
794	5	795
1528	0	905
1262	6	1633
752	5	753
1385	1	764
811	7	397
1155	4	1156
1557	0	1186
846	6	1624
1199	7	247
1506	0	1071
966	6	661
1532	1	668
1550	3	1174
1502	0	1059
1454	6	1348
938	6	661
1202	6	661
1342	5	1343
1456	1	956
1429	1	880
1333	6	661
617	7	562
1538	0	1140
1494	1	1044
1170	6	1636
888	4	890
1302	6	1633
1380	6	1348
1512	7	2
934	6	1641
1531	3	1126
978	4	725
1313	6	1639
1603	0	1302
765	5	764
1181	6	1633
963	6	1634
657	2	1559
667	6	661
1048	4	1055
1596	3	1289
975	6	661
721	6	661
647	2	1586
618	2	1615
1433	0	892
1216	5	1217
1349	0	669
649	2	1457
777	4	781
1587	7	121
1123	5	1125
1449	7	82
890	7	593
1427	3	873
802	4	804
1156	5	1157
1020	6	661
656	2	1364
1528	6	1348
1032	6	1635
1423	7	54
965	4	966
650	2	1549
819	4	820
1063	6	1633
858	7	529
1538	6	1348
1575	6	1348
1520	3	1109
1166	6	1633
703	7	418
1262	6	661
1436	0	1120
766	4	767
1597	7	126
1466	3	981
1433	3	893
1382	7	174
951	6	1628
1566	0	1211
1384	0	756
1302	6	661
1540	1	1147
1493	0	935
1482	1	761
870	4	871
650	2	1550
937	6	1640
1224	7	340
1077	6	661
808	7	307
1081	6	1641
1500	1	1063
1373	0	731
903	4	904
1229	7	595
634	6	612
1480	1	1017
1487	6	1348
1044	6	1633
615	2	1422
1554	6	1348
1019	7	432
1422	6	1348
1131	7	592
823	6	661
1577	0	1240
1332	4	1333
630	2	1611
1228	6	1633
1593	3	1268
1441	3	915
619	2	1493
736	7	543
1463	1	975
640	6	612
1224	4	1225
1564	6	1348
625	6	612
1597	0	1290
1455	0	953
1037	6	1634
1611	7	43
630	2	1613
1385	7	128
1340	4	1342
827	4	828
744	6	661
833	5	834
951	7	509
729	6	661
658	2	1462
1579	3	1245
1391	0	778
1185	6	661
1406	6	1348
662	6	661
706	7	294
1239	7	489
635	2	1607
1402	1	808
856	7	416
731	4	738
1437	1	905
959	6	1633
1579	1	1246
1331	6	661
1521	0	1111
1488	6	1348
1544	3	1156
1217	7	451
1054	6	661
693	6	661
1569	0	1219
1105	6	661
681	6	661
936	6	1633
1289	6	1641
659	6	612
1015	6	1633
727	7	437
1264	4	1265
763	4	765
998	4	993
800	6	661
1154	5	1155
1487	1	1031
996	6	661
667	6	1629
615	6	612
1601	0	1297
656	7	568
636	2	1598
839	6	661
1026	4	838
921	7	593
1372	6	1348
1620	0	1341
886	7	478
1421	0	852
1130	4	1131
991	6	1626
1326	6	1637
638	7	285
1294	7	238
1453	0	945
1128	4	1129
1072	5	1074
1417	7	47
647	6	612
1011	4	1018
961	7	340
1020	7	595
623	2	1350
1207	6	661
642	2	1443
1607	0	1307
1136	6	661
1312	4	1314
1501	3	1057
1227	6	661
912	6	661
1617	0	1334
1389	7	13
984	7	274
1006	7	595
651	2	1562
1585	3	1260
1120	7	326
1175	6	661
1614	3	1328
1132	6	1641
1552	0	1177
1578	0	1242
859	6	661
861	6	1633
1173	6	1639
1417	1	851
616	7	571
828	6	1641
735	5	662
1135	5	1137
1207	5	1211
1475	7	68
1193	7	452
1226	7	282
1560	6	1348
663	7	535
1546	6	1348
825	4	826
1465	6	1348
1518	6	1348
1344	6	1633
1387	3	767
730	6	1641
1308	6	661
1540	6	1348
836	5	1026
764	7	500
1566	3	1213
866	4	867
1149	6	661
1000	6	1640
1492	3	1040
718	4	713
1468	6	1348
1537	3	1139
1467	0	982
968	7	485
1393	3	789
1401	6	1348
1093	7	437
1194	6	661
896	5	897
623	2	1351
712	6	661
991	4	995
1188	7	302
728	7	274
1402	3	807
1422	0	861
711	4	713
1022	5	1015
1317	6	661
1547	1	1168
1158	7	437
1220	6	661
1123	6	661
1193	6	661
756	7	366
1593	6	1348
1051	6	1639
693	6	1626
632	6	612
1406	0	824
1408	3	826
1580	3	1247
626	2	1510
1455	0	951
1320	6	661
1442	0	916
906	4	907
842	7	593
1489	0	1038
618	6	612
929	6	661
1104	4	1106
959	4	960
776	6	661
1042	6	1632
1561	0	1199
1445	3	924
1332	6	1633
1524	0	795
743	6	661
1246	4	1247
1341	6	1633
764	6	661
1386	0	761
1581	6	1348
657	2	1558
1007	6	661
1076	4	1067
985	4	990
708	5	709
716	6	1634
1196	7	302
1440	0	908
1543	3	1154
785	6	1637
1248	6	661
1492	1	885
624	2	1392
1091	5	1092
1136	4	1135
1597	6	1348
1574	7	213
808	6	1633
713	6	1640
1244	4	1245
1032	6	661
872	7	240
1211	7	342
1390	6	1348
805	6	1639
1334	6	661
1015	7	443
1515	0	971
778	7	534
1460	0	965
858	6	1629
841	4	847
1619	7	28
1541	3	1149
645	2	1588
1511	1	1087
1477	0	1010
1447	0	928
687	6	661
1082	4	1083
841	6	661
1043	7	300
1562	0	1201
622	2	1498
1571	3	1225
752	6	1634
1434	1	897
1445	6	1348
1558	1	1191
878	4	879
876	6	661
683	5	684
812	6	661
915	7	595
1114	6	661
889	6	1633
1191	4	1193
995	5	996
1030	7	294
1062	6	1641
849	4	850
1163	6	1633
711	6	661
1461	7	155
855	7	294
1187	4	1188
1571	0	1224
1337	6	661
979	7	482
1491	1	878
724	7	225
1114	6	1632
650	2	1548
1438	0	906
1103	7	278
879	6	1640
967	4	1094
973	7	510
978	7	493
1204	6	661
1009	6	1641
1393	0	782
1584	1	1259
828	7	295
1441	0	914
623	2	1621
1134	6	661
1272	6	1641
624	7	556
1041	7	595
616	2	1504
1351	0	673
1104	6	661
888	7	546
1241	7	595
670	6	661
1471	0	991
1374	3	738
1004	6	1634
1431	6	1348
838	6	661
660	2	1373
1516	3	1097
1058	7	396
1441	1	916
1533	0	1128
1406	0	818
967	6	1633
1188	6	661
1442	7	104
1038	7	339
1514	6	1348
1277	6	1636
840	7	294
1611	1	1324
802	7	356
1564	0	1210
882	6	661
1557	6	1348
1454	1	951
662	6	1629
1608	3	1314
867	7	274
799	6	1637
670	5	671
1009	7	595
1413	3	840
1137	6	661
1088	6	1640
1481	6	1348
1360	6	1348
1426	0	866
1467	0	983
1177	4	1178
1060	5	1061
1014	6	661
1001	7	530
1304	6	661
1272	6	661
712	7	229
1151	7	253
1539	1	1144
1594	3	1283
822	4	823
1513	1	1092
881	6	661
686	7	581
618	2	1620
1556	0	1181
1313	4	1314
1157	7	541
829	4	830
999	4	1004
811	4	812
898	5	899
1108	7	459
1395	0	786
1237	4	1238
664	7	395
717	6	1639
805	6	661
754	7	370
1508	6	1348
1456	3	955
1400	7	31
622	2	1502
1221	6	1637
686	6	661
624	2	1393
1436	3	902
1371	1	726
843	6	661
796	6	1635
1178	7	595
881	7	460
1318	7	402
1551	0	1169
644	2	1390
1342	6	1634
1029	4	1030
715	6	661
811	6	661
1379	7	77
1431	7	117
948	4	950
1388	0	768
639	2	1536
965	7	270
1155	6	1633
1192	6	661
1077	6	1633
1408	1	827
639	2	1533
814	6	661
674	6	661
915	5	916
1445	0	922
1384	7	103
1041	6	661
992	6	661
1456	0	954
1386	1	763
1483	0	770
668	6	1637
905	6	1623
728	6	661
1490	7	220
1540	0	1144
1329	7	246
893	7	274
1368	0	715
1607	0	1310
1505	0	1066
1407	7	39
1448	7	6
1384	1	758
628	2	1432
977	6	1627
1356	6	1348
1545	0	1157
1108	4	1109
1008	4	1009
858	6	661
1121	7	300
1468	7	218
1110	6	661
814	7	274
1318	4	1319
1382	1	753
1003	6	661
1363	1	702
728	6	1634
806	6	1633
1425	3	869
649	2	1456
641	2	1371
1373	6	1348
1257	4	1258
1598	0	1292
747	6	661
1371	0	723
1091	6	1634
1233	6	661
1438	3	907
1492	0	883
1514	0	967
1182	7	389
1331	6	1641
903	7	292
1053	7	380
832	6	661
1397	1	795
975	7	483
1245	6	661
627	2	1384
1397	7	89
1501	6	1348
732	6	1640
1536	0	1134
1597	1	1292
689	6	661
1591	0	1276
770	4	775
1413	1	841
830	6	661
972	4	974
1551	0	1176
1496	0	1049
1426	0	870
1273	6	1633
1485	3	836
1058	4	1060
613	2	1570
631	2	1406
1431	3	887
1180	4	1195
835	7	412
946	5	947
1363	0	700
722	7	294
1297	6	1633
643	2	1539
1251	6	1623
767	5	768
1237	7	436
1031	4	1032
746	6	661
1382	3	752
960	5	961
1472	7	17
1556	7	189
741	6	1628
769	6	661
1242	7	376
1340	6	1637
878	6	661
1174	6	1641
619	2	1448
1154	6	1641
1419	7	94
997	7	336
827	6	661
1044	7	544
1570	3	1223
1599	6	1348
685	6	661
614	7	285
795	6	661
941	6	661
1011	7	444
1428	6	1348
921	6	661
1288	4	1295
1034	6	661
1086	6	661
626	6	612
873	6	1641
1532	0	1100
997	6	1639
861	7	604
1396	1	793
1605	0	1308
669	4	670
1478	0	1011
1524	3	1117
1189	7	389
1377	7	179
1326	4	1328
614	2	1573
1321	7	593
1254	7	551
1232	7	586
860	6	1639
1090	4	1091
1330	6	1633
1233	7	595
1520	7	143
709	7	512
1529	0	968
1610	0	1318
1612	0	1320
812	5	813
1555	1	1184
1177	7	476
1543	6	1348
913	6	1639
789	7	274
1457	6	1348
1357	6	1348
1352	0	675
1486	3	1028
892	6	1633
710	6	1635
698	6	1634
1030	6	661
899	6	661
1486	1	1029
979	6	661
1398	6	1348
625	2	1411
968	4	1124
1392	6	1348
1118	7	326
1051	6	661
1425	7	211
1288	7	480
719	6	1633
1510	6	1348
753	7	315
1497	7	56
1310	7	224
1351	6	1348
1208	4	1209
1144	6	661
1011	6	661
1604	3	1305
1167	5	1168
1536	3	1135
1196	6	661
1409	6	1348
1255	7	595
1346	4	970
789	6	1634
668	7	352
1119	5	889
1193	6	1638
907	7	593
1049	4	1050
1606	6	1348
1370	0	721
847	6	1635
1527	0	900
988	6	1634
656	6	612
1435	3	898
1305	6	661
749	7	316
1578	3	1243
735	5	663
1020	6	1635
1610	1	1320
1197	7	470
1159	6	661
1070	7	379
623	6	612
1265	7	595
1559	6	1348
1379	3	746
622	6	612
1120	4	902
1421	3	859
1230	7	462
1236	6	661
1186	7	399
1470	7	156
1122	6	661
802	6	661
1468	3	993
855	6	1635
1118	4	814
774	6	1637
1148	7	355
764	6	1639
722	6	1635
1164	6	1640
1451	7	202
631	2	1405
1396	3	792
1445	7	212
1202	7	593
920	6	1623
1529	1	1125
1296	6	661
915	6	661
1334	4	1335
1316	6	661
1112	7	300
786	7	383
776	6	1639
925	6	1639
715	7	418
1107	7	313
1494	3	1043
1118	6	661
1368	6	1348
1199	6	661
1344	4	742
1425	0	868
946	7	595
763	6	661
617	6	612
1163	4	1164
1179	6	661
618	2	1619
701	7	595
981	7	294
630	6	612
1089	6	1637
669	6	1630
1166	7	437
1291	6	1641
1275	7	351
914	6	661
1620	1	1343
636	2	1600
1606	3	1309
1608	6	1348
1209	6	661
931	6	1627
1151	6	1633
720	6	1635
869	7	274
1453	7	93
1603	3	1303
718	7	338
1090	6	1633
1172	7	274
1400	0	799
948	6	1639
833	7	274
1362	3	698
1490	1	1038
1219	6	1633
1351	3	674
841	6	1633
1490	0	1036
983	6	661
1367	0	712
1432	7	49
1545	6	1348
1159	5	1160
1416	0	843
1240	7	369
1548	6	1348
1285	7	595
751	6	1628
1403	0	808
1261	7	344
1480	0	1013
1021	7	527
950	6	1640
1593	1	1269
1507	0	1074
1081	7	595
769	5	770
1256	4	1258
677	6	1628
854	7	411
811	6	1633
1370	1	723
983	4	984
1527	6	1348
663	6	661
1085	6	1633
1102	5	1103
945	6	661
904	6	661
659	2	1577
1340	6	661
915	6	1641
794	6	1635
1494	0	1045
1140	4	1141
1510	0	1085
1600	0	1288
1204	7	265
1313	7	239
748	6	1635
1388	7	120
1035	4	1037
775	6	1634
1286	6	661
1294	6	661
1042	7	306
886	4	887
1349	1	671
1453	3	946
1386	0	758
1253	6	1639
1605	1	1307
1559	1	1194
981	5	982
1012	5	1013
1353	1	680
738	5	734
1493	6	1348
1443	7	82
1110	4	1112
936	4	937
1341	4	1342
1269	4	1270
1028	6	1635
1160	6	661
1109	6	661
719	7	290
1366	6	1348
1162	5	1163
1452	0	942
1290	7	381
1381	0	749
1568	1	1219
651	2	1560
1360	3	694
1548	1	1165
1079	7	244
1259	4	1260
1280	6	661
616	6	612
1475	0	1005
628	2	1526
696	5	697
1480	0	1015
1060	6	661
960	7	593
1402	7	89
770	6	1633
1306	7	593
1565	3	1209
1145	7	437
1459	0	961
1322	4	1325
979	6	1639
837	4	838
1480	3	1016
1217	4	1218
770	6	661
1362	6	1348
1433	7	157
1474	7	116
641	6	612
1346	6	661
1490	0	1035
793	6	661
1304	4	1305
1354	1	682
1608	7	148
1106	6	1634
1154	7	274
694	7	294
1413	7	63
1471	0	994
618	2	1617
1423	1	866
887	6	661
1357	0	687
1570	1	1224
920	4	921
1377	6	1348
813	7	335
1189	6	1633
1450	6	1348
1008	7	1642
715	6	1626
1580	0	1246
618	7	285
807	7	595
646	2	1509
1345	7	496
1565	6	1348
665	6	1630
1458	6	1348
819	7	263
783	7	326
863	4	867
1513	7	201
1214	6	1639
1426	3	871
1099	5	1100
893	6	661
1062	6	661
1596	1	1290
762	5	763
804	5	805
922	7	234
962	7	435
1102	7	274
1450	7	34
663	6	1629
1346	7	539
657	2	1554
1412	0	1026
739	6	661
1470	0	985
779	5	780
648	2	1404
883	4	1040
1144	6	1637
1186	6	1633
1551	6	1348
1499	3	1055
1070	6	1639
970	6	661
1550	7	84
784	5	785
1284	6	661
697	7	233
698	6	661
1537	0	1138
1156	7	593
1046	7	241
1621	3	666
1546	1	1163
1080	6	661
1355	0	684
620	2	1528
815	7	283
1387	1	768
620	2	1434
1455	3	952
884	7	437
1066	4	1069
1471	6	1348
1498	7	65
1315	6	1633
653	2	1430
1072	5	1073
1316	4	1317
1094	5	968
955	6	1641
1172	6	661
614	2	1572
1318	6	661
1137	7	494
1225	6	1638
1067	5	1068
1594	1	1284
1028	6	661
1018	6	1636
1142	4	1143
1454	7	332
1388	6	1348
1416	7	548
1116	7	595
721	7	458
1074	6	661
1331	5	1332
1016	5	1017
1412	3	838
1147	6	1639
1406	7	169
848	7	505
986	6	661
1353	3	679
1414	7	124
1563	7	86
784	6	661
1183	7	593
770	4	1024
1057	5	1058
1613	6	1348
1620	0	1340
1584	0	1256
1213	5	1214
657	6	612
1073	6	1628
1258	6	1636
1259	6	661
1212	6	1633
1191	6	1637
1361	3	696
671	4	672
901	6	661
615	2	1423
834	6	1639
1158	4	1159
1495	3	1047
1432	6	1348
910	6	661
1332	6	661
1345	6	661
1462	6	1348
857	6	661
1074	6	1628
1113	7	314
1572	7	115
729	7	477
1430	7	186
1485	7	70
1256	7	544
947	6	661
1609	6	1348
1057	6	1640
637	7	285
645	2	1590
712	4	713
1010	4	1020
1442	6	1348
761	6	661
1243	5	1244
673	6	661
971	7	606
1013	7	550
1292	6	661
1474	3	1004
660	2	1376
762	7	274
679	5	680
1229	6	1641
765	6	1641
1539	6	1348
1276	7	227
771	4	772
1413	6	1348
1427	7	83
1472	0	999
1012	6	661
1319	6	1641
733	6	1637
680	6	661
616	2	1508
1268	6	661
1617	7	42
613	6	612
1485	1	837
1497	6	1348
1253	7	491
982	7	272
1167	6	661
1019	6	661
681	7	592
868	6	661
965	6	1633
1328	6	1634
1009	6	661
992	4	993
943	5	944
1460	3	966
649	7	573
1416	3	845
1577	3	1241
1180	6	661
1619	6	1348
1478	6	1348
1521	6	1348
1452	6	1348
797	7	590
1512	3	1088
1121	5	906
1408	6	1348
898	7	595
1435	1	899
1232	6	661
1079	6	661
1314	5	1315
1036	7	440
1524	6	1348
696	6	661
1200	6	661
1274	5	1275
1531	0	1100
1349	3	670
658	2	1515
1365	1	707
1518	3	1102
762	6	661
1596	0	1286
1489	3	1034
1004	7	274
857	5	858
1100	4	1126
1376	7	50
1169	7	306
1604	6	1348
866	4	871
932	4	933
1410	1	831
1506	6	1348
759	6	661
793	6	1631
623	2	1349
1470	1	991
1295	7	593
1070	6	661
1183	6	661
1612	1	1322
643	2	1537
1520	0	1108
913	7	503
985	7	406
1140	7	403
1350	7	136
1152	6	661
797	6	661
827	7	420
884	6	661
975	6	1639
938	7	349
1323	7	593
1513	6	1348
1375	1	663
840	5	841
812	6	1634
1186	6	661
945	7	438
1546	3	1162
619	6	612
1418	7	198
1388	3	769
1467	7	172
968	4	969
1484	7	18
1587	6	1348
1067	6	1640
1312	6	1637
1453	1	947
1480	7	142
957	4	958
898	6	1641
1320	6	1633
1352	7	199
1336	7	326
824	6	661
1516	6	1348
677	4	685
622	2	1494
1326	6	661
1536	0	1136
1592	7	81
1561	3	1200
1402	6	1348
983	6	1628
1306	6	1640
655	7	577
1339	5	1340
895	7	359
1239	6	661
678	6	661
1432	1	891
1160	7	602
966	6	1625
1474	0	1003
